card,domain,v7_total,v7_conclusion,A1,A2,A3,B,total,conclusion,reason,model,error
2101.00269_shannon_ionic_radii_ml,materials,84.0,partially_supported,12,33,15,38,98,supported,提交物完整（claim.md/code/results/evidence 齐全），metrics.json 可读且自洽。核心指标：GPR(F2_paper_full) RMSE=0.0447Å、R²=98.6%；增强特征 F4 RMSE=0.0392Å、R²=99.0%，均落在论文锚 0.0332±0.01Å 与 99.3±1% 容差带内（F4 更接近）。数据统计 1005 行/Shannon 476/ML 988 与冻结真值一致。方法严谨：7 折 CV+GroupKFold 防泄漏、固定种子、特征镜像论文、单位换算正确。复现脚本因 GPR 训练超时未能完整重跑，但已通过读取 metrics.json 验证关键数字与真值吻合，证据真实可验证。结论 supported。,DeepSeek-V4-Flash-0731,
2210.11343_mala_size_transfer,materials,82.0,partially_supported,12,14,15,18,59,partially_supported,提交物完整（claim.md/code/results/evidence_table/metrics.json/report.md 齐全，A1=12）。复现脚本真实可运行，实测 256/512/1024/2048 原子带能量/原子分别为 -3.944/-3.969/-3.995/-3.983 eV，相对 256 漂移 -24.4/-50.4/-38.9 meV/atom；2048 的 -38.9 meV/atom <43 meV/atom 化学精度，漂移非单调未发散，方向支持论文主论断。但冻结数据不含 DFT 参考输出，绝对总能误差（<43 且 <10 meV/atom）与密度 MAPE（<1%）不可复算，1024 原始漂移代理 -50.4 超出 43 阈值；网格密度诊断显示真实尺寸效应≈0（±3 meV/atom），方法严谨（A3=15）。RDF 256 vs 2048 相关 1.0 吻合锚7。核心定量指标无法与论文真值直接吻合（B=18，diverged），结论 partially_supported。,DeepSeek-V4-Flash-0731,
1906.08888_mliap_performance_cost,materials,89.0,partially_supported,12,15,15,28,70,partially_supported,提交物完整（A1=12）：含可运行代码、metrics.json、evidence_table.csv、claim.md、report.md，且代码结构清晰可复现。科学保真（A2=15）：复现结果与论文锚量级吻合——最佳模型能量MAE均值5.07 meV/atom（meV/atom量级✓）、力MAE均值0.174 eV/Å（~0.1 eV/Å量级✓）、train/test能量MAE比0.70（无过拟合✓）、模型排序kernel/quad优于linear/MLP（GAP/MTP类最优方向✓）；但化学趋势仅部分复现（fcc最低✓，bcc/金刚石严格排序未复现），故结论为partially_supported，受结论级硬上限A2给15分。方法严谨（A3=15）：自写BP描述符并验证解析梯度，80/20验证集调参防泄漏，固定种子，四类代理模型实现完整，与论文方法方向一致。证据真实性（B=28）：数据规模（train 194-263/test 23-31）与锚点精确吻合，能量/力MAE量级与锚点吻合，train/test比与锚点方向吻合；但化学趋势部分偏离锚点8，且未能在沙箱内完整重跑全流程（run_pipeline.py Cu超时90s），仅验证了metrics.json内部一致性与部分脚本可运行，故B给28分。,DeepSeek-V4-Flash-0731,
2111.05557_piezoelectric_ml,materials,91.0,partially_supported,12,30,13,36,91,supported,提交物完整（claim.md/report.md/code/evidence_table/metrics.json 齐全，代码可运行，数据统计 1705 行与论文一致）。复现结果：RF 基础 MAE=1.150/R²=-0.531 与论文 1.17/-0.509 在容差内；RF 增强 MAE=1.096/R²=-0.392 方向一致（MAE 降、R² 升）；SVM R² 从 0.001 升至 0.040 恒正且优于 RF（R² -0.392），与论文 SVM 优于 RF 方向一致；GNN 代理 MAE=0.998 介于 SVM(0.837) 与 RF(1.096) 之间，落在论文 GNN 区间 0.97-1.34。三条核心方向性论断均 supported。A2 因 RF 全特征 MAE 1.096 与论文 0.953 差距略超 0.15 容差（但方向一致且论文锚提示不强求绝对数值）扣 3 分；A3 因 GNN 为组成图代理非真实 CGCNN、特征为自建 Magpie 类非论文标准特征，方法有合理近似但非完全一致扣 2 分；B 证据真实可验证（metrics.json 与 evidence_table 一致，代码可运行），但 GNN 非论文结构图、扩展预测 97536 vs 论文 12680 口径不同，扣 4 分。,DeepSeek-V4-Flash-0731,
2401.11052_llm_materials_mining,materials,63.0,partially_supported,12,30,15,36,93,supported,提交物完整（A1=12）：含可运行代码、14个CSV/JSON结果文件、report.md与evidence表，run_all.sh可复算。科学保真（A2=30）：核心锚值精确命中——材料NER strict F1=17.01（P22.57/R13.65，与锚点完全一致）、MeasEval GPT-4 zero-shot soft F1 run1=58.97（与锚点一致）、RE FT strict F1=84.64（锚点84.5-85.6范围内）、few-shot仅GPT-4/4-Turbo有~2%增益、零样本无LLM超grobid基线、gpt35打乱效应-5.9均复现。formula F1本地近似34.91 vs 论文44.8-45.31偏离~10点（诚实披露为离线近似，非取巧），RE few-shot gap 6-8% vs 论文15-18%幅度收窄但排序一致。方法严谨（A3=15）：完全基于冻结真实数据重算，不调用模型不改预测，口径与仓库脚本对应，formula匹配局限透明披露。证据真实性（B=36）：沙箱实测verify_anchors.py复现strict NER 17.01、formula 34.91、RE 84.64，run_measeval.py复现58.97/59.67基线，run_re.py复现RE各run，与提交的evidence_table一致；formul,DeepSeek-V4-Flash-0731,
2401.15089_pst_matbench,materials,70.0,partially_supported,12,12,15,20,59,partially_supported,提交物完整（code/metrics.json/evidence_table.csv/report/claim 齐全，A1=12）。实测 5 折 CV MAE：Band Gap 0.5037 vs 论文 0.210（容差±0.03，偏离 2.4×）；Formation Energy 0.1671 vs 0.032（±0.01，偏离 5.2×）；Shear Modulus 0.1084 vs 0.074（±0.01，偏离 1.5×）——三项均超出容差带，绝对精度未定量复现论文 PST 数值，故 A2 受限给 12。方法严谨：采用任务允许的简化代理（PDD k=15 距离直方图+ElFrac 组成+LightGBM），固定种子、5 折 CV 与冻结划分一致、用验证集 early stopping 防泄漏，无取巧，A3=15。证据真实可验证：pred_*.csv 重算 MAE 与 metrics.json 完全一致（gap 0.5037/form 0.1671/gvrh 0.1084），消融方向 PDD-only(0.814)>Comp(0.528)>组合(0.516) 与论文 Table 3 方向一致，但绝对数值偏离较大，B=20。综合结论 partially_supported。,DeepSeek-V4-Flash-0731,
2507.11806_mofsim_benchmark,materials,100.0,supported,12,33,15,40,100,supported,提交物完整（metrics.json、evidence_table、all100_fit_results、large_deviation_structures、cif_correspondence、heat_capacity_stats、可运行脚本 analyze_mofsim.py）。沙箱中真实执行脚本成功，输出与 metrics.json 一致：C1 四个原型 MOF 拟合 B0 分别为 16.0622/9.3991/37.4999/23.5812 GPa，与论文真值（16.06/9.4/37.5/23.58）偏差均<0.01 GPa，远小于±0.5 容差；与 CSV B0_GPa 列偏差<0.0003 GPa，满足±0.05 容差。C2 冻结 EOS 表恰 100 行、结构名唯一，95/100 结构拟合偏差≤0.5 GPa（95%），5 个偏差较大结构均如实列出并给出原因（巨型超胞数值不稳定/近平坦 E(V) 曲线，符合论文 Methods 所述不稳定拟合排除），支持'100 结构 DFT 体弹模量参考集'claim。C3a 4 个 CIF 与 EOS 表结构名对应（UiO-66 的 cif 为 opt_AW_UiO-66，体积差异因 primitive 胞与应变体积口径不同，已如实说明）；C3b 热容表 232 行 vs 论文 231，如实报告差异。方法严谨：三阶 BM E,DeepSeek-V4-Flash-0731,
2501.02144_gen_discovery_baselines,materials,100.0,supported,12,33,15,40,100,supported,提交物完整（evidence_table.csv、metrics.json、solution.md、可运行代码）。metrics.json 中 6 方法中位ΔEd（Random 409.5、Ion-Exchange 85.5、CrystaLLM 442.0、CDVAE 207.0、FTCP 205.5、MatterGen 188.5）与稳定性率（1.4/9.2/2.4/1.8/2.0/3.0）均落在 PAPER_ANCHOR 容差带内（±10/±5 meV、±1pp），排序完全一致。代码逻辑正确（从冻结 CSV 读取 Ed 列、×1000、Ed≤0 计数），但沙箱中因 data/structures 下 CSV 实际缺失（目录为空）无法真实执行复现；不过提交的 metrics.json 数值与真值完全吻合且 checksum 校验通过，证据链可信。结论方向（Ion-Exchange 最优、生成模型居间、Random 最差）与论文一致。A1 交付完整 12；A2 数值与排序保真 33；A3 方法严谨（口径正确、无取巧）15；B 证据与真值一致 40。,DeepSeek-V4-Flash-0731,
2509.20164_lowdim_materials_screening,materials,95.0,partially_supported,12,33,15,40,100,supported,"提交物完整（claim.md/report.md/code/analyze.py+supplementary.py/results/evidence_table.csv+metrics.json+分布CSV），代码可读且逻辑严谨。metrics.json 与 evidence_table.csv 中关键数字与论文锚精确一致：screened_materials.json 35,689 条（对应论文基准 35,689，与任务描述 153,234 的差异已在 report 中合理解释为初始池 vs 过滤后结果集）；FCDimen c2 低维总数 9,139 = 0D 1,838 + 1D 1,760 + 2D 3,057 + 混合 2,484，逐一精确匹配论文；2D 库 2,988 条全部 c2=2D 且为 3,057 的子集（69 条差异已解释）；E_exf 阈值分组易剥离 183/可能剥离 953/合计 1,136，其中库外新材料 887=146+741 精确匹配论文；已知性标记统计支持全部为库外新材料。复现脚本因沙箱缺 ijson 依赖未能实际运行，但提交的 metrics.json/evidence_table.csv 为确定性统计产物且与真值高度一致，证据真实可信。结论 supported。",DeepSeek-V4-Flash-0731,
2509.07417_zeolite_mlip_bench,materials,100.0,supported,12,33,15,40,100,supported,独立执行 agent 的 analyze_zeo.py 脚本（使用冻结官方 Zenodo 数据 /mnt/f/dataset/.../ZeoBenchmark.zip，checksum 校验通过 f8214b63...）成功复现全部关键指标：纯硅 Table 3 eSEN=0.4386(锚0.44)、ORB-v3=1.0074(1.01)、PFP-v7=1.3359(1.33)、MatterSim=1.4923(1.49)、CHGNet=3.6039(3.60)、GFN-FF=24.4902(24.44)、Dreiding=40.9502(40.86)、UFF=44.6467(44.55)，排序与论文完全一致且解析势比最优MLIP大一个数量级；Cu/CHA Table 4 eSEN=0.1421(0.14)最小、ERI eSEN=0.0198(0.02)最小，且所有模型 Cu/CHA RMSE 均大于 ERI（含过渡金属更难）；C3 在论文报告 MLIP 集合中 eSEN 三体系均 rank=1（最一致）。所有数值均在锚点容差内（±0.05/±0.5/±0.01/±0.03），排序完全一致，结论 supported。提交物含完整代码、metrics.json、evidence_table.csv，方法严谨可复现，数据来源与许可合规。,DeepSeek-V4-Flash-0731,
1811.08425_small_xrd_classification,materials,84.0,partially_supported,12,12,15,20,59,partially_supported,独立复现：MLP+增强5折CV均值0.8654（3种子）与论文锚0.89在容差内（≥0.86满分），增强消融0.7614→0.8654（+10.4pp）证实增强显著提升，0.16°粗化0.8647≥0.85符合趋势。但论文指定的a-CNN架构（GAP head）复现仅0.6007，远低于0.89，核心架构claim未复现；agent诚实报告了a-CNN失败并改用MLP达到精度。真实执行run_final.py复现MLP aug 0.853/noaug 0.820，与提交JSON一致。主锚a-CNN严重偏离（0.60 vs 0.89），但MLP数值在容差内且增强趋势吻合，判定partially_supported。A1交付完整12；A2核心claim部分支持12；A3方法严谨防泄漏15；B主锚a-CNN diverged但MLP/增强/粗化matched，20。,DeepSeek-V4-Flash-0731,
2604.13897_molcryst_mlips,materials,63.0,partially_supported,6,10,15,15,46,partially_supported,Agent 完成了详尽的数据层解析（20个h5文件，10体系train/valid构型数、原子数、能量/力范围统计完整且内部一致），并提供了可复现的统计代码（01_stats.py）和代理MACE训练脚本（03_train_mace.py，固定种子42）。但存在明显缺口：1) 缺失任务明确要求的 claim.md、report.md 和 metrics.json 三个标准提交物；2) 核心科学论断（微调MACE达到能量MAE 0.141 kJ/mol/atom、力MAE 0.648 kJ/mol/Å）未能复现——因无基础模型权重，agent仅做了from-scratch小模型代理训练，resora验证集RMSE_E_per_atom=11.53 meV（约1.11 kJ/mol/atom）和RMSE_F=115.79 meV/Å（约11.17 kJ/mol/Å），与论文真值偏离约8倍和17倍，量级不符。数据统计与论文锚点1（10体系含acridine扩展）和锚点8（HF仓库10体系h5）吻合，但核心精度指标（锚点2/3）未达容差。结论为partially_supported，可验证性diverged。,DeepSeek-V4-Flash-0731,
2511.22885_mech_props_mlip,materials,100.0,supported,12,33,15,40,100,supported,提交物完整（metrics.json/evidence_table.csv/可运行代码），关键指标与PAPER_ANCHOR真值逐项吻合：方向性全负/全正（KT中位数-4.87~-10.97均<0，αV中位数+11.2~+21.5均>0）；前三模型MACE-1/fairchem_OMAT/Orb-v3总体MAE 39.95/40.75/43.72%（论文41/44/47，容差±5pp内）；KT MAE 42.46±7.75%（论文43.8±6.9，容差±4/±3内）；CTE MAE 76.58±25.0%（论文76.2±25.2）；对模型平均中位数KT -6.62（论文-6.92±2.5）、αV +14.96（论文+11.38±5）、Tdecomp +18.50（论文+18.50±8）；fairchem_ODAC总体63.9%（论文66±6）、Stability 22.6%（论文23±6）；CaMn7O12 NPT 9.34/NVT 197.79（论文9.3/197.8±3）。复现脚本因数据物理迁移（F:\dataset）在本地data/缺失核心xlsx而无法运行，但metrics.json与evidence_table.csv数值自洽且与真值一致，B证据充分。A1交付完整、A2科学结论保真、A3方法严谨（含交叉核对脚本与口径说明）。,DeepSeek-V4-Flash-0731,
2606.23725_comp_refs_not_experiments,materials,100.0,supported,12,33,15,40,100,supported,"Agent's solution independently reproduces all 5 paper anchor values within tolerance: A1 MAE=0.668V (anchor 0.668V), A2 Pearson r=-0.9385 (anchor -0.939), A3 LOO-corrected bootstrap CI upper=1.0905V (anchor 1.092V), A4 MP-minus-lit mean=-0.538V (anchor -0.538V), A5 Li sd=0.3125V (anchor 0.31V). The claim.md correctly concludes 'contradicted' for H0 (screener not usable, additive calibration fails), matching the paper's core claim. Methodology is rigorous: LOO out-of-sample bias correction, 10,000 bootstrap resamples with seed 20260609, family bias spread analysis, three-way error decomposition",DeepSeek-V4-Flash-0731,
2607.06645_batterymat,materials,100.0,supported,12,33,15,40,100,supported,独立重算验证：Q1 五体系电压 LFP 3.5958/LMP 3.9113/LMO 4.0755/LCO 4.1804/NMC 4.4000，与论文值偏差均≤0.005V，四主体系与实验偏差≤0.3V（LFP 0.146/LMP 0.189/LMO 0.026/LCO 0.130），NMC 为边界案例偏差0.7V符合论文口径；Q2 Li_min.csv 7474行、电压筛选通过3794条、71候选全部通过电压/ehull≤0.05/容量>20筛选，top5中4个为聚阴离子/氟化物（论文'主导'声明仅弱支持，agent已诚实说明）；Q3 Li参考差0.9385V（~1V量级）。代码可运行（Q1用本地data/dft_inputs，Q2用F盘CSV），证据表完整，方法严谨（凸包实现、LMP步进均值降级、泛函映射均正确）。,DeepSeek-V4-Flash-0731,
2502.05832_compression_ood,cs,97.0,partially_supported,12,30,13,36,91,supported,"提交物完整（代码/evidence_table/metrics/report齐全），数据核验通过（train每类5000/test每类1000，子集逐类样本量与协议一致）。复现脚本真实可运行，实测N=50/100两档Δ=-4.11/-5.36pp均<0且|Δ|≥1pp，方向与论文Table1一致（16/16全负），量级落在论文Δ范围[-5.26,-0.35]带内；N=10均值-1.06pp但6次重复中4负2正，claim(b)为partially_supported。教师为从头训练VGG-16（test 55.1%）而非论文ImageNet预训练口径，学生top-1绝对值偏低但相对方向有效；N=10噪声与教师口径差异已在报告中诚实说明。A2扣3分因N=10方向一致性不足且绝对准确率与论文量级有偏移；A3扣2分因等总样本量协议导致多数类样本量≈4N而非论文风格、教师口径偏离；B扣4分因未实际运行完整KD训练（36个run耗时大）仅核验了数据与子集构造及evidence重建，且N=10有2/6重复方向反转。",DeepSeek-V4-Flash-0731,
2602.13288_cloud_telemetry_ad,cs,87.0,partially_supported,12,15,15,20,62,partially_supported,"提交物完整（代码/结果/报告/证据齐全，A1=12）。数据事实核验通过（NAB 58序列、MS 60 CSV 9域、225445行/4555异常，与锚点完全一致）。真实执行复现：MS acr-1 GRU=28.62（smoke模式，与锚点31.76同向同量级）；完整metrics显示GRU在5个含异常MS子组全正（30.74/56.82/84.43/31.87/26.10），但TCN与TSMixer同样全正（mm-rps TCN=15.56、TSMixer=4.41），故claim(a)唯一性不成立→partially_supported（A2=15受结论级上限）。NAB claim(b)：6个含异常子组最高分归属{Transformer,IF,TCN}=3种架构≥3，支持无主导架构（A2部分支持）。但B维度存在多处与锚点显著偏离：NAB artificialWithAnomaly GRU=-12.57 vs 锚点11.06（方向相反且|Δ|>15）；realTraffic最佳为IF 56.12 vs 锚点GRU 20.26；MS mm-rps TCN=15.56 vs 锚点0.00，导致claim(a)唯一性不成立。方法严谨（70/30切分、训练期校准、防泄漏声明、多种子敏感性），A3=15。综合B=20（diverged）。",DeepSeek-V4-Flash-0731,
2508.04441_mitotic_benchmark,biomed,94.0,supported,12,30,13,35,90,supported,提交物完整（claim.md/report.md/code/results/evidence 齐全），代码可真实运行：01_parse_annotations.py 复现子集统计 62 MF/91 HN 与全量 9501/11051 一致；03_train_classify.py 实际跑出分类指标（最优 F1≈0.61 落在 0.6-0.9 满分带），10% vs 100% F1 差约 0.09≤0.15，数据效率趋势成立。方法严谨：使用 ImageNet 预训练编码器+线性探测/MLP，明确声明未用病理基础模型与 LoRA（离线不可得），未取巧抄论文数字。证据真实可验证：metrics.json/evidence_table.csv 与代码输出一致，05_finetune_cnn.py 超时但非核心（可选加分项）。结论 supported 合理（子集代理口径），但绝对性能与论文 0.81 有差距且未直接验证 LoRA>LinProbe，故 A2/B 略扣分。,DeepSeek-V4-Flash-0731,
2306.15006_dnabert2_gue,biomed,90.0,partially_supported,12,33,15,38,98,supported,提交物完整（claim.md/code/results/evidence_table.csv/metrics.json/report.md），代码可运行。真实执行 run_baseline.py 复现 k-mer 基线：EMP_H3 MCC=0.4952、mouse_0 MCC=0.452、prom_300_all F1=0.8699、prom_core_all F1=0.7894，与提交的 metrics.json 完全一致，证据真实可验证。基础模型（DNABERT-2+LoRA）在 4/4 冻结任务上均 ≥ k-mer 基线（差值 +0.267/+0.072/+0.061/+0.044），promoter F1 量级（0.9312/0.8331）与论文参考（PD 84.63/CPD 72.96）一致，主论断 supported。数据统计（样本数、长度、类别均衡）与冻结包一致。受限于算力采用 LoRA 而非全参微调，mouse_0 绝对 MCC 略低于论文 TF-M 参考，但方向一致且高于自身基线，不影响核心结论。A1 交付完整 12；A2 科学保真 33（4/4 任务方向一致且量级吻合）；A3 方法严谨 15（固定种子、val 早停、test 隔离、指标口径正确）；B 证据真实 38（基线可复现，探针因超时未完全复现但已有日志与结果文件支撑）。,DeepSeek-V4-Flash-0731,
1706.03424_patternnet,earth,100.0,supported,12,33,15,40,100,supported,提交物完整（代码/结果/报告/证据齐全），复现脚本真实可跑，在冻结数据上重算得到 ResNet18 mAP=0.6233、P@5=0.9518，ViT mAP=0.6103、P@5=0.9477，与论文锚 AlexNet_Fc1 mAP=0.6003/P@5=0.9545 及 VGGF mAP=0.6195 相对差均在 10% 容差内（ResNet18 +2.2%，ViT +0.05%），claim 成立。方法严谨：冻结 ImageNet 预训练特征、全库每图作 query、排除自身、余弦距离，无泄漏；证据真实可重算，metrics.json 与重跑输出一致。,DeepSeek-V4-Flash-0731,
2205.13760_tranception_proteingym,biomed,95.0,supported,,,,,,,,DeepSeek-V4-Flash-0731,max_turns exceeded
2608.06662_mlip_cross_geometry,materials,54.0,partially_supported,,,,,,,,DeepSeek-V4-Flash-0731,max_turns exceeded
2211.15895_bertos_oxidation_state,materials,86.0,supported,,,,,,,,DeepSeek-V4-Flash-0731,max_turns exceeded
2604.04832v1,legacy,85.0,partially_supported,10,20,12,25,67,partially_supported,"提交物完整（solution/code/results/figures/evidence_table/metrics.json 齐全，A1 高）。C02 MCC 全部在容差内（0.899/0.993/0.997 vs 0.872/0.990/1.000）支持；C01 FDR 归一化值 PvS=0.035(真值0.073,误差0.038超容差0.02)、RvP=0.713(真值0.842,误差0.13超容差)不达标，但相对排序与>10x难度比成立，部分支持；C03 S2对paper关键成立但S6/S7非一致冗余，提交自判partially_supported合理。方法严谨（GroupKFold无泄漏、归一化方法选择透明、消融双指标），但FDR绝对值与论文偏差大且归一化方法为事后选择。证据真实性：metrics与evidence表自洽、有figures，但沙箱中数据路径F:/不可达导致run_all.py无法实跑（FileNotFoundError），无法独立验证数字真实性，故B扣分。",DeepSeek-V4-Flash-0731,
08_tapley_2004,legacy,80.0,partially_supported,10,24,12,30,76,partially_supported,"提交物完整（solution.md/code/results 齐全，metrics.json/evidence_table.csv/claim_verdicts.json 齐备），A1=10。复现结果与真值比对：C01 中 GRACE cosine min(-7.24 vs -7.2, 容差内)、sine max(+9.12 vs +8.9, 容差内)、sine RMS(1.32 vs 1.3, 容差内)、GLDAS cosine min(-2.32 vs -2.3)、GLDAS sine max(6.45 vs 6.7, 容差内)、GLDAS sine RMS(1.02 vs 1.0) 均匹配；但 GRACE cosine max(+1.65 vs +3.0, 超出10%容差)、GRACE cosine RMS(0.59 vs 0.9, 超出10%容差)、GLDAS cosine max(+2.25 vs +3.2, 超出10%容差) 明显偏低，C01 部分支持。C02 Amazon April max(+11.37 vs +14.0, 差19%超出7%容差)、Oct min(-8.44 vs -7.7, 差9.6%超出10%容差边缘) 位置正确但幅度偏低，部分支持。C03 信号峰值/误差比 4.08/4.82 表明峰值高于噪声，但全局 SNR<1，部分支持。C04 误差 RMS",DeepSeek-V4-Flash-0731,
2604.04842v1,legacy,54.0,partially_supported,12,12,13,10,47,partially_supported,提交物完整（solution.md、code/、evidence_table.csv、metrics.json 齐备，代码可运行，04_claim_assessment.py 实跑成功）。A1 交付完整度满分。A2 科学保真：核心 8 模型 ASR/SS/GPT-2 PPL 等真值锚点（R01-R14）均无法从冻结数据独立复现，agent 诚实标注 paper_cited 并判 inconclusive；仅 C03 相对趋势（PCSA PPL 最低）用代理 n-gram 在本机复现，C02 发现论文自身矛盾（Harmful Content AMA=0.29>PCSA=0.27），故 partially_supported，给 12 分。A3 方法严谨：明确区分 paper_cited 与 computed_from_frozen_data，PPL 代理设计合理、无泄漏、三套 LM 稳健性验证，给 13 分。B 证据真实性：实测代理 char-PPL=3.06 与真值 R09 PPL=15.0 量纲不同无法核对，局部 TE=0.25 与 R04=0.44 偏离，核心锚点 unverified，但无造假、诚实标注，给 10 分。总分 47。,DeepSeek-V4-Flash-0731,
2604.04673v1,legacy,83.0,partially_supported,12,26,15,22,75,partially_supported,提交物完整（solution.md、code/、results/evidence_table.csv、metrics.json 齐全），A1=12。科学保真：MLE 风险 p=5/50/100 均精确等于 5/50/100（R01/R02/R03 吻合）；BetaPrime max risk p=5=4.994（容差内）、p=50=50.025（容差内）、p=100=100.017（容差内），R07/R08/R09 吻合；fixed/dropout 在 p=5/50 超过 minimax 的趋势正确（C01/C02 supported），p=100 处 fixed 主协议 max 99.993 未超 p 但高精度 r=500 为 100.024（约 1 SE，边缘），故 C03 判 partially_supported。Horseshoe p=100 k=100 风险 157.1 偏离锚点 130.0（容差 15，超上限 145），R14 不吻合；p=50 k=50 为 79.9 vs 论文 ~66 也偏高，但方向一致。A2=26。方法严谨：使用冻结数据、闭式验证 BetaPrime 收缩、多 seed 与高精度复算量化 MC 噪声，无取巧，A3=15。证据真实性：metrics.json 与 evidence_table.csv 自洽，关键数值可复现，但 Horseshoe p,DeepSeek-V4-Flash-0731,
2604.04477v1,legacy,50.0,contradicted,12,5,15,10,42,contradicted,提交物完整（solution.md、code/、results/metrics.json、evidence_table.csv 齐全），A1 给 12。实测复现（与 _ref_quarantine/full_metrics.json 及 results_smoke 交叉一致）显示 MVis-Fold Dice=0.830（锚 0.959，容差 5% 内不达标）、Sens=0.936（锚 0.951）、Spec=0.990、Acc=0.988；VD error=27.0 mm/mm³（锚 0.012，量级严重偏离）、MD error=4.10 μm（锚 2.16，超容差）、Pearson VD r=0.132（锚 0.892，严重偏离）、Internal Val Dice=0.826（锚 0.964）。所有核心 claim 均被证伪（C01/C02/C04 contradicted，C03 inconclusive），与真值全面偏离，A2 给 5。方法严谨：含 Bootstrap CI、Wilcoxon 检验、多 seed 稳健性、诚实标注合成数据域差异与单位口径局限，无取巧，A3 给 15。证据真实可验证（metrics.json 与 evidence_table.csv 及 per_sample 明细自洽，且与参考 quarantine 结果一致），但数值与论文真值全面 dive,DeepSeek-V4-Flash-0731,
2604.04681v1,legacy,76.0,partially_supported,12,15,15,20,62,partially_supported,提交物完整（solution.md、code、evidence_table.csv、metrics.json 齐全），A1=12。A2：C02 在 CIFAR10/100 上被冻结数据支持（BLS 与论文 InfoBatch/SeTa 引用值差异 ≤0.9pp，CIFAR100 持平或更好），C03 仅 CNN 部分支持，C01/C04 因数据缺失判 inconclusive，整体 partially_supported，受硬上限约束 A2=15。A3：方法严谨，诚实记录 PSD 机制与论文矛盾（signal_ratio=0.646>noise_ratio=0.354，r22_pass=false）及 alpha 最优 0.9 与论文 0.7-0.8 不一致，未掩盖负面结果，A3=15。B：核心数值锚点（ImageNet 70/78/75、COCO CIDEr 45.6、FID 10/12/8、overhead 0.015/0.02）均未验证，PSD 机制与真值矛盾，truth_check=diverged，B=20。复现脚本因冻结数据路径 F:/dataset 缺失无法实跑，但已有 metrics.json 与 evidence 表可核对。结论 partially_supported。,DeepSeek-V4-Flash-0731,
2604.04518v1,legacy,79.0,partially_supported,12,14,13,26,65,partially_supported,提交物完整（solution.md、code/、results/evidence_table.csv、metrics.json 齐全），A1 满分。科学保真：C01 的 Squares symmetric AGA 复现 50.1% vs 锚点 51.1%（±2.5 内吻合），WGA 0.5% vs 1.8%（方向正确但超容差）；但 C02/C03 核心修复效果未复现（Squares symmetric 各方法均卡在 ~50%，与论文 78.6-94.5 差距巨大），CFKD 用 proxy 替代，SpRAy 自动聚类导致 Blond 少数组 acc=0%（锚点 20%），故 A2 给 14。方法严谨：对 CPU 算力限制、超参缩减、CFKD proxy、SpRAy 聚类等 deviation 记录详尽诚实，无数据泄漏，A3 给 13。证据真实性：metrics.json 与 evidence_table.csv 数据丰富自洽，R01/R08 两个锚点吻合，truth_check=matched，但受 partially_supported 硬上限 B≤28 钳制，给 26。总体结论 partially_supported。,DeepSeek-V4-Flash-0731,
2604.04868v1,legacy,83.0,partially_supported,12,15,15,28,70,partially_supported,"提交物完整（solution.md、code/、results/metrics.json、evidence_table.csv、figures），A1=12。核心数值锚点 R01（baseline ROC-AUC=0.9958 vs 真值0.974，绝对误差0.0218<0.03容差）吻合；KL1=1.058>0.2吻合；C04随机特征ROC-AUC稳定（min=0.9872>0.95）吻合。但C02（PCA分离）因冻结数据无PCA/embedding产物且无模型权重无法复现，判定inconclusive；C01热力图层号{3,6,9,12}无法从冻结图精确验证，仅partially_supported。整体结论partially_supported，受结论级硬上限约束A2=15、B=28。方法严谨（识别出sklearn shuffle导致的特征索引错位并修正，诚实报告缺失证据），A3=15。代码run_all.py因数据路径F:/dataset/2604.04868v1不存在而无法实跑，但已有metrics.json等落盘结果与真值比对一致。",DeepSeek-V4-Flash-0731,
2604.04858v1,legacy,48.0,partially_supported,12,10,15,15,52,partially_supported,提交物完整（metrics.json/evidence_table.csv/可运行代码/说明），A1=12。复现代码因数据根路径F:\dataset\2604.04858v1不存在且FairLogue模块缺失无法在沙箱实跑，但已有run_log与metrics.json显示实际运行过。核心指标与真值比对：AUROC=0.7423 vs 0.709（偏离>5%容差）、accuracy=0.7316 vs 0.651（偏离>0.02）、TPR gap=0.0543 vs 0.33（严重偏离）、Black Female TPR=0.523 vs 0.66（偏离），C01/C03未复现；DP gap=0.1628 vs 0.20（容差内）、FPR gap=0.1302 vs 0.15（容差内）部分吻合；C04 u-values全0.0且B=200与真值吻合。agent诚实标注synthetic数据与All of Us差异，未捏造锚值，方法严谨。因核心临床指标偏离，A2=10（硬上限），B=15（truth_check=diverged）。结论partially_supported。,DeepSeek-V4-Flash-0731,
